sector,ticker,company,market_cap,exchange,industry,sic_description,sentiment_score,short_pct_float,from_52w_high_pct,from_52w_low_pct,price_vs_sma20_pct,price_vs_sma50_pct,price_vs_sma200_pct,volume_vs_20d,dollar_volume_20d_polygon,yf_forward_pe,yf_trailing_pe,yf_price_to_book,yf_peg_ratio,yf_dividend_yield,value_grade,growth_grade,momentum_grade,dolt_value_score,production_factor_score,production_factor_basket,production_theme,primary_keyword_factor,primary_keyword_factor_score,keyword_factor_baskets,quant_factor_score,ret_1w_pct,ret_1m_pct,ret_3m_pct,ret_6m_pct,ret_ytd_pct,ts0,four_h_timestamp,four_h_close,latest_daily_ts,latest_daily_timestamp,latest_daily_close,display_close,price_source,rsi0,rsi1,rsi2,rsi3,rsi4,rsi5,rsi_delta_1,prior_delta_3_avg,rsi_accel,inflection_flag,dolt_value_norm,grade_value_norm,warehouse_value_score,forward_pe_score,trailing_pe_score,pb_score,peg_score,composite_value_score,sector_ret_1m_median,sector_ret_3m_median,peer_lag_1m_pct,peer_lag_3m_pct,rsi_accel_pct,rsi_delta_pct,ret_1w_rank,ret_1m_rank,ret_3m_rank,ret_6m_rank,volume_rank,sector_strength_score,sector_strength_3m_score,peer_lag_score,peer_rally_laggard_flag,price_position_52w,accumulation_location_score,markup_location_score,breakout_location_score,distribution_risk_score,sma_proximity_score,trend_alignment_score,rsi_zone_inflection_score,grind_bonus,rsi_acceleration_score,rsi_value_score,short_score,near_low_score,oversold_not_broken_score,squeeze_laggard_score,value_laggard_score,rsi_leader_zone_score,momentum_leader_score,momentum_leader_eligible,pullback_depth,pullback_score,pullback_presence_score,rsi_cool_score,momentum_pullback_score,mom_pullback_eligible,rel_strength_core_score,rs_pullback_depth,rs_pullback_entry_score,rs_rsi_reset_score,rel_strength_pullback_score,rs_pullback_eligible,rsi_zone_score,st_mom_score,inflect_breakout_score,inflect_breakout_eligible,wave_accumulation_score,wave_pullback_score,wave_markup_score,wave_breakout_score,wave_stage_margin,wave_setup_score,wave_stage,opportunity_score,sleeve_rank_agreement,upside_potential,downside_risk,rr_ratio,rr_score,factor_align_score,ev_score,ev_master_eligible,primary_strategy,rank_in_sector,global_rank,is_top_inflection,diversified_top10,warehouse_display_close,latest_polygon_price,latest_polygon_price_source,latest_polygon_price_timestamp,latest_polygon_price_status
Communication Services,FOXA,Fox Corporation Class A Common Stock,27513799906.2,XNAS,Entertainment,TELEVISION BROADCASTING STATIONS,0.2,6.455581258042637,-36.15656499541825,0.8895324782788538,-18.426182247047464,-20.88029410923604,-21.732878084812967,1.2411530144360998,,11.8705225,17.74737,2.58708,31.46,0.84,,,,,2.7664890886924893,Oversold / Mean-Reversion Watch,Cloud Software,Cloud Software,7.477895014039251,"Cloud Software, Energy Transition",3.3320481927710843,-4.793452844894775,-24.784482758620683,-16.464352880834333,-33.63216517250748,-33.75813449023861,1782460800000,2026-06-26 04:00:00-04:00,48.77,1782417600000,2026-06-25 16:00:00-04:00,48.86,49.68,polygon.snapshot.min.c,30.52995716091762,35.65588847668144,21.582250412073975,19.322817369719047,25.114407674506666,19.039925991014712,-5.125931315763822,3.513826934058258,-8.63975824982208,0,,,50.0,58.9171974522293,61.97718631178707,43.11377245508982,3.409090909090909,50.663397723543405,-9.397303727200622,-3.067321736821138,15.387179031420061,13.397031144013194,12.034383954154729,20.916905444126076,20.05730659025788,6.590257879656161,13.793103448275861,8.620689655172415,77.93696275071633,7.163323782234957,10.02865329512894,85.99788393768732,0,2.401150293658936,41.20345088097681,0.0,0.0,0.0,12.879656160458453,6.67621776504298,58.84885863102814,0.0,30.959557979791633,39.23517067216737,63.61031518624642,97.13467048710602,73.61890147011053,79.06365957032232,66.55742219169476,17.589871482752855,16.040536225882356,False,4.793452844894775,79.94269340974212,78.96726422447387,50.495862914936374,47.75457066972971,False,18.16271119454599,4.793452844894775,79.94269340974212,56.589871482752855,33.40764593407488,False,28.095862914936376,20.05730659025788,27.181558851943265,False,53.502072763880314,37.78890220150233,17.690489766642173,24.89346253179633,15.713170562377982,49.10238500641448,Wave 1 / accumulation,79.06365957032232,43.027698185291314,36.15656499541825,5.0,7.23131299908365,92.55014326647564,2.5787965616045847,61.953560696795236,True,shorted near lows / peer lag,3,27,False,False,48.77,49.68,snapshot.min.c,1782518220000,OK
Industrials,BAH,Booz Allen Hamilton Holding Corporation,9705423836.5,XNYS,Consulting Services,SERVICES-MANAGEMENT CONSULTING SERVICES,0.8,6.055227839095927,-49.77716689574743,1.1068254234445796,-16.91516120685632,-18.287088796852192,-26.5819888845506,1.5882730661534958,,11.54963,11.482609,8.6288395,1.09,2.97,,,,,2.7075063830433574,Oversold / Mean-Reversion Watch,Defense / Aerospace,Defense / Aerospace,27.515286064725608,Defense / Aerospace,3.2924096385542168,-16.01969057665259,-25.278438243023395,-25.474288567149284,-30.963117123366857,-29.661915419955232,1782475200000,2026-06-26 08:00:00-04:00,60.29,1782417600000,2026-06-25 16:00:00-04:00,59.71,62.2,polygon.snapshot.min.c,23.408033920770364,20.740185868044918,24.21962861764878,23.897254036810253,23.585648064634555,29.1397952822216,2.6678480527254465,-0.9484873988632122,3.6163354515886588,1,,,50.0,60.82802547770701,85.55133079847909,10.479041916167665,68.37121212121212,53.03012288268437,-0.8931063354730706,-2.0757758968157902,24.385331907550324,23.398512670333492,72.49283667621776,57.02005730659026,4.011461318051576,6.017191977077364,4.597701149425287,10.057471264367816,93.40974212034384,36.96275071633238,18.911174785100286,93.6303230906037,0,2.1751937554379284,40.52558126631378,0.0,0.0,0.0,14.226361031518625,7.263610315186247,35.34651193854221,3.5431388513113777,63.80334133318407,59.278589583974195,59.02578796561605,96.84813753581662,57.23847801777184,78.66635842325726,73.57820779252556,0.0,14.467389586009288,False,16.01969057665259,95.98853868194843,100.0,27.70570854646516,53.045201895253946,False,22.655231696472683,15.0,97.13467048710602,35.22410176231109,39.79661720690536,False,5.305708546465155,4.011461318051576,40.11439275266213,False,62.89794862233492,39.30746762518933,22.84245109178935,34.13167290088094,23.59048099714559,56.29261394313416,Wave 1 / accumulation,78.66635842325726,59.312320916905456,49.77716689574743,5.0,9.955433379149486,96.56160458452722,1.7191977077363896,66.75958647965867,True,shorted near lows / peer lag,4,28,True,False,60.29,62.2,snapshot.min.c,1782505740000,OK
Information Technology,DBX,"Dropbox, Inc. Class A",6110143997.31,XNAS,Software - Infrastructure,SERVICES-PREPACKAGED SOFTWARE,0.0,11.324194816106148,-20.578703703703695,18.610278866098184,-2.49231566862943,1.0531325319701024,-2.984971513580026,0.7507516250016166,,8.016374,14.918032,,13.1,,,,,,5.234081418667922,Neutral / Transition,Semiconductors,Cloud Software,12.837127773245385,"Cloud Software, AI Infrastructure, Consumer / Retail, Defense / Aerospace, Semiconductors",5.157369477911646,-0.9145167500962503,-0.9145167500962503,13.010540184453244,-8.587921847246882,-4.446713702190863,1782504000000,2026-06-26 16:00:00-04:00,25.7325,1782432000000,2026-06-25 20:00:00-04:00,25.7325,25.7325,polygon.snapshot.min.c,44.97116032387979,32.8202137755015,47.73253314005826,48.10111290598244,36.842437907671886,29.83906201914668,12.150946548378293,-1.3407413773901287,13.491687925768423,1,,,50.0,88.53503184713375,70.72243346007605,50.0,7.196969696969697,60.60197146564333,-6.9961489088575135,12.615336747499228,-6.081632158761263,-0.3952034369540165,95.12893982808023,91.97707736389685,34.67048710601719,46.70487106017192,62.93103448275862,32.47126436781609,30.37249283667622,17.478510028653297,67.3352435530086,28.91689721042058,0,47.48854817281945,23.534355481541652,70.9770963456389,32.87480598020278,0.0,86.56160458452722,42.43553008595988,93.49517093119668,9.670370688695064,91.34577368068238,78.43337675036598,84.81375358166189,66.4756446991404,93.16633125507647,64.41187486710103,56.47666812201511,60.91348097163938,48.646435356977015,False,0.9145167500962503,65.32951289398281,59.57258375048125,96.70771303641534,63.731748310796085,False,41.27203504265059,0.9145167500962503,65.32951289398281,99.91348097163939,59.114362058553645,False,74.30771303641534,34.67048710601719,54.384563167319484,True,49.75928161036004,70.50537005651411,46.60998450343076,47.19003678771644,20.74608844615407,64.69646529159097,Wave 2-4 / pullback,78.43337675036598,78.65329512893983,20.578703703703695,18.610278866098184,1.105770840499942,68.19484240687679,43.55300859598854,70.69666753598052,True,RSI inflection + value,5,29,True,False,25.7325,25.7325,snapshot.min.c,1782510540000,OK
Information Technology,DOCU,"DocuSign, Inc. Common Stock",9632966917.88,XNAS,Software - Application,SERVICES-PREPACKAGED SOFTWARE,0.0,8.393830697157103,-49.89036353144836,8.117529880478092,-6.183233221823414,-6.158059185755704,-24.144319547197814,1.0249596282944677,,9.104877,29.974026,4.8970933,0.56,,,,,,3.377835456986802,Broken Momentum / Avoid,AI Infrastructure,AI Infrastructure,17.902376704728116,"AI Infrastructure, Cloud Software, Macro Rates / Inflation",3.805461847389558,-0.28182245185532917,-13.909164639091642,-8.293736501079907,-39.713190401817414,-34.52582883577486,1782475200000,2026-06-26 08:00:00-04:00,43.42,1782417600000,2026-06-25 16:00:00-04:00,42.46,43.42,4h_close,48.97809762050335,48.914997675984246,41.25127759110922,37.169175685689275,41.24902092772281,33.36145378305309,0.06309994451910228,2.5553255827538117,-2.4922256382347094,0,,,50.0,77.70700636942675,32.31939163498099,22.15568862275449,89.01515151515152,52.04877120677458,-6.9961489088575135,12.615336747499228,6.913015730234129,20.909073248579134,41.83381088825215,44.69914040114613,37.249283667621775,17.76504297994269,24.137931034482758,6.0344827586206895,61.03151862464183,17.478510028653297,67.3352435530086,77.73976550406745,0,13.993836705694132,75.9815101170824,3.987673411388272,0.0,0.0,40.14326647564471,20.157593123209168,80.27227785233896,0.05205745422825939,54.50036461116267,53.47069538131967,75.35816618911174,84.81375358166189,83.9503754728423,77.959104009755,65.43413764602288,72.93429286151004,23.50707339014656,False,0.28182245185532917,62.750716332378225,56.40911225927665,90.47008761438929,49.97882666345104,False,22.826459835984586,0.28182245185532917,62.750716332378225,88.06570713848996,42.313117979726506,False,87.12991238561071,37.249283667621775,49.0632803886663,False,70.8826732842743,50.92097871231562,22.451353413620442,37.67292525325709,19.96169457195868,65.29339880412587,Wave 1 / accumulation,77.959104009755,57.020057306590246,49.89036353144836,8.117529880478092,6.146003065714617,90.83094555873926,13.180515759312321,66.22551448364348,True,shorted near lows / peer lag,6,30,False,False,43.42,,,,
Industrials,KRMN,Karman Holdings Inc.,8418070512.4800005,XNYS,Aerospace & Defense,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",1.0,6.560001347355214,-61.142084811623576,5.77144171073809,-13.285530789631538,-28.6102939752947,-41.98604187272576,0.5959151558161193,,53.878048,215.82608,16.21692,,,,,,,2.7128177884429387,Oversold / Mean-Reversion Watch,Defense / Aerospace,Defense / Aerospace,50.418433274147034,Defense / Aerospace,3.339598393574297,-8.675799086757985,-27.581863979848876,-46.517846762004424,-42.48562140535134,-40.14313597918022,1782504000000,2026-06-26 16:00:00-04:00,46.0,1782432000000,2026-06-25 20:00:00-04:00,46.0,46.0,polygon.snapshot.min.c,43.1310688999226,37.38379509923994,39.134491255492094,39.261748856989186,49.80730437620352,59.78512410234632,5.747273800682663,-4.14116975898786,9.888443559670524,1,,,50.0,4.45859872611465,3.4220532319391634,4.491017964071856,50.0,24.801610360930315,-0.8931063354730706,-2.0757758968157902,26.688757644375805,44.44207086518863,89.68481375358166,72.20630372492836,12.893982808022923,4.2979942693409745,0.0,4.597701149425287,23.20916905444126,36.96275071633238,18.911174785100286,96.61775845601554,0,8.625224241931631,59.87567272579489,0.0,0.0,0.0,5.128939828080229,2.736389684813753,99.56747263025541,9.185312219378053,87.80562628460123,61.34393959665944,64.18338108882521,89.11174785100286,97.39854153017801,77.59461488153606,64.04643848660774,55.39320669976781,8.486302895036854,False,8.675799086757985,87.10601719197707,98.37899543378992,90.81942047975232,49.189297622370916,False,10.832984224220269,8.675799086757985,87.10601719197707,94.3932066997678,40.41746128193878,False,68.41942047975233,12.893982808022923,48.10485511993809,True,69.0387257734027,43.797933786963355,12.532796105164252,31.699589289727893,25.240791986439348,61.971304017199685,Wave 1 / accumulation,77.59461488153606,57.44985673352435,61.142084811623576,5.77144171073809,10.0,98.42406876790831,2.005730659025788,66.42745618274965,True,shorted near lows / peer lag,5,31,True,False,46.0,46.0,snapshot.min.c,1782518040000,OK
Consumer Discretionary,LVS,Las Vegas Sands Corp.,33834261814.5,XNYS,Resorts & Casinos,HOTELS & MOTELS,0.2,2.331657366267437,-33.091569736496595,10.011668611435232,-4.705875662916181,-7.983271913708689,-15.714352233692763,1.2023562557954246,,13.825676,18.741697,28.10736,1.02,2.19,,,,,3.390949762157077,Broken Momentum / Avoid,AI Infrastructure,Consumer / Retail,10.971260331863608,"Consumer / Retail, Crypto / Digital Assets, AI Infrastructure, Energy Transition, Macro Rates / Inflation",3.6782128514056227,-3.243021346469621,-7.677242459851163,-10.038167938931297,-28.791540785498494,-27.71047385370341,1782504000000,2026-06-26 16:00:00-04:00,47.14,1782432000000,2026-06-25 20:00:00-04:00,47.14,47.14,polygon.snapshot.min.c,42.80479793804447,29.5245107862889,37.73629926363952,37.87350642253966,31.854066421463898,40.40726711175339,13.280287151755573,-0.7765185450583326,14.056805696813905,1,,,50.0,49.36305732484077,60.456273764258555,1.4970059880239521,70.83333333333333,45.17542296071924,1.496110113704363,10.517339397384863,9.173352573555526,20.55550733631616,95.70200573065902,93.69627507163324,25.787965616045845,26.074498567335244,20.977011494252874,13.218390804597702,73.92550143266476,47.277936962750715,55.587392550143264,81.26354444554228,0,23.22718430253538,96.31844709239385,22.454368605070755,0.0,0.0,40.429799426934096,22.535816618911173,99.35583319554677,9.388259272529167,100.0,76.97367764350207,8.022922636103152,82.52148997134671,98.14896474249771,57.04531178235503,68.58133828309633,54.41439381413342,27.324664834322427,False,3.243021346469621,74.21203438395415,71.2151067323481,89.77535340174231,56.85797807201458,False,30.576333036919934,3.243021346469621,74.21203438395415,93.41439381413342,52.212650314955525,False,67.3753534017423,25.787965616045845,61.391116287398326,True,92.24014932911305,56.55029918349088,34.00368006757057,47.356159743785696,35.689850145622174,82.24699128833885,Wave 1 / accumulation,76.97367764350207,74.40305635148043,33.091569736496595,10.011668611435232,3.305300147340047,81.6618911174785,14.040114613180515,68.06304123444252,True,RSI inflection + value,3,32,True,True,47.14,47.14,snapshot.min.c,1782504120000,OK
Consumer Staples,TAP,Molson Coors Beverage Company Class B,7608958675.2,XNYS,Beverages - Brewers,MALT BEVERAGES,-0.6000000000000001,13.4212063298288,-25.738781466618022,7.0189274447949535,1.3999852891213083,-2.3014905133373342,-10.673437648009775,0.9735383137053438,,7.916838,,0.73874444,3.87,4.92,,,,,4.071833075649593,Broken Momentum / Avoid,Consumer / Retail,Consumer / Retail,5.755128416298148,Consumer / Retail,4.341506024096385,3.8156209987195933,-1.673538685423226,-1.76883935061789,-12.910848549946286,-14.47257383966245,1782460800000,2026-06-26 04:00:00-04:00,40.71,1782417600000,2026-06-25 16:00:00-04:00,40.54,41.48,polygon.snapshot.min.c,58.706950415622956,51.817690359143164,47.945817198211444,54.807320224066956,41.189223997710556,31.421179064717606,6.889260056479792,3.542822120477536,3.3464379360022556,0,,,50.0,88.85350318471338,50.0,98.50299401197604,18.560606060606062,65.41685520100505,2.315906254333666,-1.76883935061789,3.989444939756892,0.0,69.34097421203438,78.22349570200574,65.32951289398281,43.55300859598854,34.48275862068966,27.298850574712645,55.01432664756447,66.4756446991404,27.22063037249284,59.59169054441261,0,21.426795945272957,98.28038783581887,18.853591890545914,0.0,6.359368331199322,72.9512893982808,38.61031518624642,48.16706362844425,6.48678465123637,76.07372010283794,71.59783684406813,90.25787965616045,86.81948424068769,61.574014044067205,76.96384839581074,68.91710611252199,97.87914875313113,37.61601576869627,False,0.0,30.37249283667622,35.92189500640203,59.33775867000654,45.31421102288935,False,41.702664427098775,0.0,30.37249283667622,58.87914875313113,50.93430764755739,False,81.73775867000654,65.32951289398281,63.4029210428598,True,86.10993406472197,53.54533790302092,39.93230642051964,48.769546321990944,32.56459616170105,76.99184713944567,Wave 1 / accumulation,76.96384839581074,72.0152817574021,25.738781466618022,7.0189274447949535,3.6670533595136683,83.6676217765043,26.361031518624642,69.81222754980405,True,shorted near lows / peer lag,4,33,False,False,40.71,41.48,snapshot.min.c,1782504000000,OK
Financials,CRBG,"Corebridge Financial, Inc.",12144533687.39,XNYS,Asset Management,LIFE INSURANCE,0.0,4.231320679719219,-21.766475252939564,28.93195132942765,0.663776510586267,2.3356521611914483,-3.460815890667124,1.095188436179834,,4.6511946,67.825,1.2016122,,3.65,,,,,6.72071567889279,Neutral / Transition,Energy Transition,Financials / Credit,10.330033208482023,"Financials / Credit, Energy Transition",6.311024096385541,-1.9533927347498259,6.277860326894502,17.206063088897984,-6.472703497875121,-5.795192624300305,1782504000000,2026-06-26 16:00:00-04:00,28.61,1782432000000,2026-06-25 20:00:00-04:00,28.61,28.61,polygon.snapshot.min.c,50.30271901558406,41.65574888511573,37.435115662699914,49.382029321418784,54.235079639425145,56.441428572659824,8.646970130468333,-4.193110251436472,12.840080381904805,1,,,50.0,98.72611464968153,11.406844106463879,85.92814371257485,50.0,61.78177683527619,6.456307556617258,14.183958770419547,0.17844722972275573,-3.022104318478437,94.26934097421203,83.0945558739255,30.37249283667622,72.77936962750717,70.11494252873563,34.770114942528735,66.7621776504298,82.6647564469914,82.6647564469914,49.35554787076376,0,57.06676376321728,0.0,90.13352752643456,53.946880279078016,0.0,82.26361031518624,48.72492836676218,75.9010272485726,11.096555125718236,87.52664833991689,76.7138023079678,36.67621776504298,53.58166189111748,80.90374626415667,50.52166106056249,59.91579661582102,76.90815704675218,59.53223325461616,False,1.9533927347498259,69.62750716332378,64.76696367374913,86.23129915013101,69.59350533747322,True,61.20111319698317,1.9533927347498259,69.62750716332378,84.09184295324782,72.88725369240606,True,91.36870084986899,30.37249283667622,75.95878523364736,True,39.2742122282457,74.7929090303617,69.8453650274175,70.69545171076629,4.0974573195954065,69.64562098087498,Wave 2-4 / pullback,76.7138023079678,85.5300859598854,21.766475252939564,28.93195132942765,0.7523334670759022,60.458452722063036,64.756446991404,73.06043252698643,True,RSI inflection + value,6,34,True,False,28.61,28.61,snapshot.min.c,1782504000000,OK
Communication Services,Z,"Zillow Group, Inc. Class C Capital Stock",7346826119.099999,XNAS,Internet Content & Information,"SERVICES-BUSINESS SERVICES, NEC",-1.0,7.019363177240599,-68.67277375372815,0.6502395619438772,-9.582038978312546,-21.004826879258687,-47.22813580149795,0.684192269303274,,11.529871,139.16,1.7127806,0.93,,,,,,2.673097153304836,Oversold / Mean-Reversion Watch,Consumer / Retail,Housing / Real Estate,9.265700880554304,"Housing / Real Estate, Consumer / Retail, Macro Rates / Inflation",3.2492570281124498,-8.408595453129863,-18.41886269070735,-29.741997133301478,-57.209369998545036,-55.38531553398058,1782475200000,2026-06-26 08:00:00-04:00,29.41,1782432000000,2026-06-25 20:00:00-04:00,29.41,31.3153,polygon.snapshot.min.c,34.0868006276383,39.595171534295766,37.96001618402374,34.74333544143987,40.89059748213345,43.32245043004239,-5.508370906657468,-0.4318086492792285,-5.07656225737824,0,,,50.0,61.78343949044586,4.942965779467681,67.66467065868264,75.0,50.087005338334016,-9.397303727200622,-3.067321736821138,9.021558963506727,26.67467539648034,28.939828080229226,18.624641833810887,13.46704871060172,11.74785100286533,3.160919540229885,0.0,27.793696275071632,7.163323782234957,10.02865329512894,82.5002470111649,0,0.937985137753491,36.81395541326047,0.0,0.0,0.0,8.782234957020057,4.699140401146131,70.58644207120638,0.21590432463961423,34.665896688066475,41.142762321178836,67.3352435530086,98.28080229226362,81.79964144356808,76.69105000543773,65.98706342040188,28.26040188291489,6.644667740001831,False,8.408595453129863,86.53295128939828,97.04297726564931,61.87776200844255,46.099610476298174,False,6.3572341336495075,8.408595453129863,86.53295128939828,67.26040188291489,31.468173748705077,False,39.47776200844255,13.46704871060172,23.929612421881412,False,47.66828419394372,37.179058782959366,7.508435451843415,18.546879200979852,10.489225410984353,44.7313010788681,Wave 1 / accumulation,76.69105000543773,41.786055396370585,68.67277375372815,5.0,10.0,98.42406876790831,0.5730659025787965,61.98035842835974,True,shorted near lows / peer lag,4,35,False,False,29.41,31.3153,snapshot.min.c,1782515760000,OK
Communication Services,MTCH,"Match Group, Inc",8420921588.6,XNAS,Internet Content & Information,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",-0.2,4.372037074878031,-5.510204081632663,28.56646997570289,0.14452095553856292,-1.3783037849633861,5.702048238897417,1.4212540030300214,,8.067485,13.049619,,0.31,2.32,,,,,6.267099083676539,Neutral / Transition,AI Infrastructure,AI Infrastructure,8.373211025975728,"AI Infrastructure, Housing / Real Estate, Energy Transition",6.152028112449798,4.485190409026796,2.603878116343483,20.22070756247971,13.064713064713063,16.698172652804043,1782504000000,2026-06-26 16:00:00-04:00,37.04,1782432000000,2026-06-25 20:00:00-04:00,37.04,37.04,polygon.snapshot.min.c,63.346356742963366,45.45090462416197,48.89988515219781,48.71909579097465,43.26735505947778,48.86294120430872,17.895452118801394,0.7278498548947306,17.167602263906662,0,,,50.0,88.21656050955414,77.9467680608365,50.0,94.50757575757575,65.97153412439279,-9.397303727200622,-3.067321736821138,-12.001181843544106,-23.28802929930085,96.56160458452722,99.14040114613181,70.77363896848138,58.739255014326645,75.57471264367815,64.36781609195403,87.10601719197707,7.163323782234957,10.02865329512894,12.307248954319402,0,83.82998272553978,0.0,56.34003454892044,87.17403800381248,28.054185694498308,84.97134670487107,50.27220630372492,32.8570227482209,9.0,84.35265951015255,76.63258684813344,38.68194842406877,54.44126074498568,50.90337949118426,41.91541122909735,51.07582011477013,83.9609297711099,63.9514168228872,True,0.0,30.37249283667622,32.57404795486602,44.491658422517226,54.97646270468531,False,58.636551065441495,0.0,30.37249283667622,44.9609297711099,48.603163833930424,False,66.89165842251722,70.77363896848138,70.18680899263917,True,40.687018745732985,57.33284162704721,56.226386448905004,73.56272455718666,16.229882930139446,69.01835733674761,Wave 3-5 / breakout,76.63258684813344,61.9388729703916,5.510204081632663,28.56646997570289,0.19289061918813727,29.512893982808023,55.01432664756447,57.93649613228128,False,RSI inflection + value,5,36,False,False,37.04,37.04,snapshot.min.c,1782516780000,OK
Consumer Discretionary,GAP,"The Gap, Inc.",8786431593.550001,XNYS,Apparel Retail,RETAIL-FAMILY CLOTHING STORES,0.0,6.935342900721262,-30.517711171662132,9.178485416109172,-3.2175984825703607,-8.941334192267835,-14.702590521468062,0.8024965050067364,,8.163032,8.448413,2.1027162,1.26,3.25,,,,,3.111236406607222,Broken Momentum / Avoid,Energy Transition,Macro Rates / Inflation,8.408086817678033,"Macro Rates / Inflation, Energy Transition, Consumer / Retail",3.6887148594377512,-3.4383954154727947,-13.92081736909323,-18.892900120336943,-25.52486187845304,-19.730051607780872,1782475200000,2026-06-26 08:00:00-04:00,20.4,1782417600000,2026-06-25 16:00:00-04:00,20.22,20.2399,polygon.snapshot.min.c,40.2622837938916,43.3086397321784,34.15712919579818,33.39189181120493,42.46211219921738,39.99321463758355,-3.0463559382868013,0.28217584432033976,-3.328531782607141,0,,,50.0,86.62420382165605,93.5361216730038,51.796407185628745,62.5,66.5809302842089,1.496110113704363,10.517339397384863,15.416927482797593,29.410239517721806,37.82234957020057,29.512893982808023,24.355300859598852,17.478510028653297,11.781609195402298,15.804597701149426,33.810888252149,47.277936962750715,55.587392550143264,91.01171656292198,0,23.12182577949211,96.63452266152368,22.243651558984226,0.0,0.0,41.13180515759312,24.226361031518625,90.96553651984227,0.0,50.787965172102204,57.42101051918702,67.0487106017192,83.0945558739255,96.00325272595067,76.56846165569293,74.49884723494475,46.78685138167479,21.471284210297082,False,3.4383954154727947,75.64469914040114,72.19197707736397,81.63930814045311,51.67981929095195,False,23.441784408655273,3.4383954154727947,75.64469914040114,85.7868513816748,49.13194182360935,False,59.23930814045311,24.355300859598852,39.23103047350869,False,76.18252649071121,52.66290971803157,26.730715997087746,29.017128312758505,23.51961677267964,69.59703379436091,Wave 1 / accumulation,76.56846165569293,61.79560649474689,30.517711171662132,9.178485416109172,3.3249179780904217,81.9484240687679,7.4498567335243555,63.85244773039988,True,shorted near lows / peer lag,4,37,False,False,20.4,20.2399,snapshot.min.c,1782518220000,OK
Industrials,AMTM,"Amentum Holdings, Inc.",5824501044.96,XNYS,Specialty Business Services,"SERVICES-BUSINESS SERVICES, NEC",0.6000000000000001,5.666433194747011,-47.310417213329835,0.6516290726817031,-9.252827500222649,-15.348574466671128,-23.956358860315518,1.1222890075868075,,8.148129,37.683334,1.1974367,,,,,,,2.9009902139459345,Oversold / Mean-Reversion Watch,Defense / Aerospace,Industrial Automation,12.954310027868377,"Industrial Automation, Defense / Aerospace",3.372389558232932,-6.558139534883722,-12.30903535573985,-24.869109947643974,-32.74188148644125,-34.08792650918635,1782475200000,2026-06-26 08:00:00-04:00,20.08,1782417600000,2026-06-25 16:00:00-04:00,20.09,20.24,polygon.snapshot.min.c,34.87850448662593,36.290913537726524,43.15596169720889,34.69682957255253,45.314355739500556,43.81434471401143,-1.412409051100596,-3.0078140672580105,1.5954050161574145,0,,,50.0,87.26114649681529,24.714828897338403,86.22754491017965,50.0,60.956642695331524,-0.8931063354730706,-2.0757758968157902,11.415929020266779,22.793334050828182,62.750716332378225,38.108882521489974,16.045845272206304,18.33810888252149,4.885057471264368,8.908045977011493,68.76790830945559,36.96275071633238,18.911174785100286,84.7761667160689,0,1.3586348438843723,38.07590453165311,0.0,0.0,0.0,20.171919770773638,11.031518624641834,73.19906480586556,1.8868042375067846,58.12524068237547,59.31442952781701,55.587392550143264,97.99426934097421,83.62056031923964,76.46840010200927,73.95311397579894,30.635513459877785,14.890891467067863,False,6.558139534883722,83.95415472779369,87.79069767441861,64.41121435720297,51.69887256836146,False,20.07054638869677,6.558139534883722,83.95415472779369,69.63551345987779,42.16951926112432,False,42.01121435720297,16.045845272206304,44.15609871824057,False,58.14111190897817,44.88128315343023,20.61119374528274,35.57102312779248,13.259828755547936,54.428359857424745,Wave 1 / accumulation,76.46840010200927,60.410697230181476,47.310417213329835,5.0,9.462083442665968,95.70200573065902,5.157593123209169,66.56575474439475,True,shorted near lows / peer lag,6,38,False,False,20.08,20.24,snapshot.min.c,1782516060000,OK
